MLA-C01 • DOMAIN 1,THUẬT NGỮ & KEYWORD,Collect/Store + Transform + Validate Data; Domain 1.,,,,,,,,,,,,,
210 mục • 16 cột,197 mục theo chủ đề Skill Builder,"1.1 Collect, ingest & store data",,,,,,,,,,,,,
Đọc cột B: keyword cần nhớ,13 mục bổ sung Domain 1,1.2 Transform & feature engineering,,,,,,,,,,,,,
Đối chiếu: 14/09/2026,Nguồn: cột O • Ví dụ tự xây dựng,1.3 Data integrity & preparation,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
IVF / IVFFlat,"• Cluster-based ANN
• Index training
• Probes vs recall",Chỉ mục phân cụm không gian vector,Inverted file indexing partitions vectors into clusters and searches selected clusters; IVFFlat stores full vectors within them.,IVF chia vector thành cụm và tìm trong một số cụm được chọn; IVFFlat giữ vector đầy đủ trong các cụm.,"Dùng các centroid để phân vùng không gian vector. Query tìm cụm phù hợp rồi so sánh các vector trong những cụm được thăm. Số cụm và số probes tạo đánh đổi giữa lượng tính toán, recall và latency; cần dữ liệu phù hợp để xây/training index.",Tăng số cụm được tìm kiếm có thể tăng recall nhưng cũng tăng công việc mỗi query.,Cân nhắc khi cần ANN và muốn điều chỉnh đánh đổi về bộ nhớ/tìm kiếm theo engine hỗ trợ.,IVFFlat không tự nén vector như mọi biến thể IVF khác. Không dùng index được huấn luyện trên mẫu quá ít hoặc không đại diện mà không đánh giá.,pgvector; Amazon OpenSearch Service,Domain 1,1.1,Vector search,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://github.com/pgvector/pgvector",14/09/2026
Embedding dimensions,"• Fixed dimension per index
• Model compatibility
• Re-embed when changed",Số chiều vector biểu diễn,The number of numeric components in an embedding vector.,Số thành phần số trong một vector embedding.,"Model tạo vector có một số chiều được hỗ trợ; schema của vector index phải khớp. Vector của documents và query cần cùng model/cấu hình, không chỉ cùng chiều. Số chiều ảnh hưởng dung lượng lưu, bộ nhớ và chi phí tính similarity.","Nếu index được tạo cho vector 1024 chiều, không thể gửi query 512 chiều vào cùng trường vector đó.","Dùng khi chọn embedding model, cấu hình vector store và lên kế hoạch migration model.

Với corpus lớn, thử số chiều nhỏ hơn để giảm storage và latency, rồi đo chất lượng retrieval. Không mặc định số chiều lớn hơn luôn tốt hơn cho bài toán.",Không tự cắt vector để giảm chiều trừ khi model hỗ trợ cách dùng đó. Cùng 1024 chiều từ hai model khác nhau không đảm bảo so sánh có ý nghĩa.,Amazon Bedrock; Amazon S3 Vectors; OpenSearch,Domain 1,1.1,Vector search,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/bedrock/latest/userguide/titan-embedding-models.html
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Partition pruning,"• Filter partition keys
• Less scanned data
• Query cost reduction",Bỏ qua phân vùng không cần đọc,Skipping data partitions that cannot satisfy a query's filters.,Bỏ qua các phân vùng dữ liệu không thể thỏa điều kiện truy vấn.,Tổ chức dữ liệu theo các khóa như ngày/khu vực và khai báo partition đúng để engine chỉ đọc phần liên quan. Hiệu quả phụ thuộc điều kiện query và cách engine hiểu partition; chọn quá nhiều khóa chi tiết có thể tạo quá nhiều partition/file nhỏ.,Bảng S3 phân vùng theo date; query một ngày có điều kiện date tương ứng để tránh quét toàn bộ năm.,"Dùng để giảm scan, latency và chi phí truy vấn Athena hoặc job đọc dataset có bộ lọc rõ.",Đặt thư mục dạng date=... chưa đủ nếu catalog/query không khai thác được. Partition pruning khác column pruning — bỏ các cột không dùng trong định dạng cột.,Amazon S3; Amazon Athena; AWS Glue,Domain 1,1.1,Tối ưu lưu trữ,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/athena/latest/ug/partitions.html",14/09/2026
Key mismatch,"• Type / format consistency
• Normalize keys
• Join validation",Khóa liên kết không khớp,"Join keys represent the same entity but fail to match because their formats, types, or values differ.","Các khóa đáng lẽ đại diện cùng thực thể nhưng không khớp vì khác kiểu, định dạng hoặc giá trị.","Khóa có thể lệch do khoảng trắng, chữ hoa/thường, leading zeros, timezone hoặc dùng ID khác hệ thống. Chuẩn hóa theo nghĩa nghiệp vụ trước join; giữ bản gốc và mapping để truy vết.",customer_id “00123” không nên tự ép thành 123 nếu leading zeros là một phần mã; email có thể cần xử lý khoảng trắng theo quy tắc.,Dùng khi join làm mất nhiều dòng hoặc tạo NULL bất ngờ. So sánh coverage và các khóa không khớp ở mỗi nguồn.,Chuẩn hóa quá mạnh có thể gộp hai thực thể khác nhau. Không đổi mọi khóa thành số hoặc lowercase mà chưa biết semantics.,AWS Glue; Amazon EMR; Pandas,Domain 1,1.1,Merging,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://pandas.pydata.org/docs/user_guide/merging.html",14/09/2026
Null propagation,"• Unmatched joins
• Missing-value semantics
• Explicit handling",Giá trị thiếu lan truyền sau xử lý,"Missing values introduced or retained by operations affect later calculations, filters, and features.",Giá trị thiếu được tạo hoặc giữ lại qua thao tác dữ liệu rồi ảnh hưởng tính toán và feature downstream.,"Outer join tạo NULL cho phía không khớp; phép tính, so sánh và aggregation xử lý NULL theo engine. Cần kiểm tra tỷ lệ thiếu, nguyên nhân và chính sách xử lý thay vì để model nhận giá trị ngoài dự kiến.","Left join giao dịch với hồ sơ tạo NULL income; sau đó tính ratio với income có thể tiếp tục thiếu, cần imputation hoặc missing indicator thích hợp.",Dùng khi kiểm tra chất lượng sau merge và trước tạo feature.,"SQL NULL không hoạt động như số 0 hoặc chuỗi rỗng. COUNT(*) và COUNT(column) có thể khác; pandas có những semantics khác SQL, cần kiểm tra engine.",Amazon Athena; AWS Glue; Pandas,Domain 1,1.1,Merging,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://pandas.pydata.org/docs/user_guide/missing_data.html",14/09/2026
Pie chart,"• Part-to-whole
• Category proportions
• Few categories",Biểu đồ tròn,A chart showing categories as proportions of a whole.,Biểu đồ thể hiện tỷ trọng các nhóm trong một tổng thể.,Mỗi lát biểu diễn tỷ lệ một category so với tổng. Hữu ích để thấy composition khi ít nhóm và định nghĩa tổng rõ ràng; bar chart thường dễ so sánh các tỷ lệ gần nhau hơn.,Quan sát tỷ lệ nguồn dữ liệu từ web/app/store trong một tập ingestion để phát hiện nguồn áp đảo.,Dùng trong EDA của categorical data khi muốn hiểu thành phần của dataset.,Không dùng cho các nhóm chồng lấn mà vẫn trình bày như tổng 100%. Quá nhiều lát hoặc lát gần bằng nhau làm việc so sánh khó chính xác.,SageMaker Data Wrangler,Domain 1,1.1,EDA,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/data-wrangler-analyses.html",14/09/2026
Dataset versioning,"• Versioned data
• Manifest snapshot
• Reproducibility",Quản lý phiên bản tập dữ liệu,Tracking immutable or identifiable versions of data and preparation logic so experiments can be reproduced.,Theo dõi các phiên bản dữ liệu và logic chuẩn bị để có thể tái lập thí nghiệm.,"Ghi nhận phiên bản raw/processed, manifest, code transform, schema và cách chia tập. S3 Versioning có thể giữ các phiên bản object, nhưng cần thêm cách định danh cả dataset gồm nhiều object để tái lập đúng.","Một training run tham chiếu manifest v3, object versions tương ứng và preprocessing commit cụ thể.","Dùng để so sánh thí nghiệm, điều tra lỗi và tái tạo model từ đúng dữ liệu từng dùng.",Bật S3 Versioning không tự tạo dataset snapshot nhất quán. Đường dẫn trỏ đến “latest” có thể thay đổi và không đủ cho reproducibility.,Amazon S3; SageMaker,Domain 1,1.1,Quản trị dữ liệu,Bổ sung Domain 1,https://docs.aws.amazon.com/AmazonS3/latest/userguide/Versioning.html,14/09/2026
Data quality rules,"• Completeness
• Uniqueness
• Validity
• Quality gates",Quy tắc kiểm tra chất lượng dữ liệu,Explicit checks that validate whether a dataset meets defined quality requirements.,Các phép kiểm tra cụ thể để xác nhận dữ liệu đáp ứng yêu cầu chất lượng đã đặt ra.,"Chuyển kỳ vọng thành kiểm tra có thể chạy lại: cột bắt buộc không thiếu, ID duy nhất, giá trị trong phạm vi, schema phù hợp và volume hợp lý. Chọn hành động khi fail như cách ly dữ liệu, cảnh báo hoặc dừng bước train.

Bài nhấn mạnh completeness, uniqueness, freshness và conformance (định dạng/phạm vi). AWS Glue Data Quality dùng DQDL; kết quả pass/fail cần gắn với hành động cảnh báo/cách ly/chặn downstream.","Kiểm tra transaction_id unique, amount không âm theo nghiệp vụ và tỷ lệ target_missing dưới ngưỡng trước khi xuất training dataset.",Dùng để ngăn dữ liệu lỗi đi sâu vào pipeline và theo dõi thay đổi qua các lần ingestion.,Quy tắc pass không chứng minh dữ liệu không bias hoặc hoàn toàn chính xác. Ngưỡng cần phản ánh nghiệp vụ và được xem xét khi phân phối thay đổi.,AWS Glue Data Quality,Domain 1,1.3,Chất lượng dữ liệu,Skill Builder,"https://docs.aws.amazon.com/glue/latest/dg/glue-data-quality.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA
https://docs.aws.amazon.com/glue/latest/dg/dqdl.html",14/09/2026
Idempotency,"• Safe retries
• Stable event ID
• Deduplicate / upsert",Chạy lại không tạo tác động lặp ngoài ý muốn,An operation can be retried without creating additional unintended effects beyond the first successful execution.,Thao tác có thể chạy lại mà không tạo thêm tác động ngoài ý muốn so với lần thành công đầu.,"Pipeline dùng ID ổn định và cơ chế ghi có điều kiện, upsert hoặc dedup để retry không tạo nhiều bản sao nghiệp vụ. Cần thiết kế cả đường ghi đích, không chỉ kiểm tra trước ở client vì các request có thể chạy đồng thời.",Hai lần xử lý cùng event_id chỉ cập nhật một bản ghi ở đích; batch chạy lại không nhân đôi các dòng đã nạp.,Dùng khi nguồn/consumer có at-least-once delivery hoặc job phải khôi phục sau lỗi.,Idempotent không đồng nghĩa mọi lần gọi trả cùng response. Không dựa vào timestamp hiện tại làm ID nếu muốn nhận diện cùng một sự kiện khi retry.,AWS Lambda; DynamoDB; Kinesis,Domain 1,1.1,Độ tin cậy ingestion,Bổ sung Domain 1,https://docs.aws.amazon.com/lambda/latest/dg/best-practices.html,14/09/2026
Backpressure,"• Producer > consumer
• Buffer growth
• Consumer lag",Điều tiết khi bên nhận xử lý không kịp,A mechanism or condition in which slower downstream processing limits or delays upstream data flow.,Cơ chế hoặc tình trạng downstream chậm khiến upstream phải giảm tốc hoặc chờ.,"Khi dữ liệu vào nhanh hơn tốc độ xử lý, hàng đợi/lag tăng. Hệ thống cần buffer có giới hạn, điều tiết producer hoặc tăng năng lực consumer; theo dõi end-to-end latency và nguy cơ vượt retention.",Flink sink ghi đích chậm khiến các operator phía trước bị backpressure; Kinesis consumer lag tăng khi ứng dụng không đọc kịp.,Dùng để phân biệt nút thắt ở downstream với lỗi tạo dữ liệu và để chọn cách scaling đúng chỗ.,Tăng producer throughput có thể làm tình hình xấu hơn. Buffer chỉ trì hoãn vấn đề nếu tốc độ xử lý dài hạn vẫn thấp hơn tốc độ vào.,Amazon Managed Service for Apache Flink; Kinesis,Domain 1,1.1,Troubleshooting,Bổ sung Domain 1,https://docs.aws.amazon.com/managed-flink/latest/java/performance-troubleshooting.html,14/09/2026
Data freshness,"• Update lag
• Event vs ingestion time
• Freshness SLA",Độ mới của dữ liệu,How recently the data available to a consumer reflects events or updates in the source.,Mức độ dữ liệu đang dùng phản ánh các sự kiện hoặc cập nhật gần đây của nguồn.,"Độ mới chịu ảnh hưởng lịch batch, buffer, xử lý, delivery và thời điểm feature được ghi. Định nghĩa theo nhu cầu nghiệp vụ và đo từ timestamp phù hợp; online store chứa “latest record” nhưng record đó vẫn có thể cũ nếu pipeline dừng.",Feature clicks_5m cần cập nhật gần thời gian thực; kiểm tra last_update và cảnh báo khi vượt ngưỡng chấp nhận.,Dùng khi feature phục vụ inference phụ thuộc hành vi mới hoặc khi pipeline trễ làm model dùng trạng thái không còn phù hợp.,"Không đồng nhất API đọc nhanh với dữ liệu mới. Low retrieval latency và low ingestion lag là hai yêu cầu riêng.

File mới được nạp hôm nay có thể chứa policy hoặc dữ liệu nghiệp vụ cũ. Phải xác định freshness của nội dung theo event/effective time, không chỉ nhìn thời điểm ingestion.",SageMaker Feature Store; CloudWatch,Domain 1,1.1,Feature Store,Skill Builder,"https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
