MLA-C01 • DOMAIN 2,THUẬT NGỮ & KEYWORD,Choose • Train • Customize • Evaluate,,,,,,,,,,,,,
164 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / ví dụ / điều kiện,Analyze / Evaluate: +42 mục • mở rộng 13,,,,,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: O • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Stacking / stacked generalization,"• LEVEL-0 MODELS
• HELD-OUT PREDICTIONS
• LEVEL-1 META-MODEL",Xếp chồng mô hình,Stacking trains a meta-model to combine predictions from multiple base models.,Dùng một meta-model học cách kết hợp outputs của các base models.,Chọn diverse level-0 models → train → tạo predictions trên dữ liệu chưa dùng để fit các model tạo ra prediction đó → dùng predictions làm features để train level-1 → test toàn ensemble.,"Logistic regression, random forest và XGBoost tạo 3 prediction columns; meta-model học tổ hợp phù hợp.",Khi nhiều loại model có ưu điểm khác nhau trên dữ liệu phức tạp/không đồng nhất.,Không train meta-model bằng predictions trên chính dữ liệu mà base model đã memorized. Dùng holdout hoặc out-of-fold; bộ test cuối không dùng train meta-model.,SageMaker AI; scikit-learn StackingClassifier / StackingRegressor,Domain 2,2.2,Ensemble,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.StackingClassifier.html",15/09/2026
Meta-model / level-1 learner,"• PREDICTIONS AS FEATURES
• LEARNED COMBINATION
• LEVEL-1",Mô hình học cách kết hợp model nền,A meta-model learns a mapping from base-model predictions to the target output.,Model tầng trên dùng outputs của các base models làm đầu vào để dự đoán target.,"Training data của meta-model gồm prediction features và ground-truth labels tương ứng; base models là level-0, meta-model là level-1. Có thể dùng meta-model đơn giản để hạn chế overfit.","Features = [p_from_model_A, p_from_model_B, p_from_model_C], label = nhãn thật.",Thành phần phân biệt stacking với average/vote cố định.,Không nhầm meta-model với một hyperparameter tuner. Output của base models phải thống nhất ý nghĩa class/target và không rò rỉ nhãn.,scikit-learn; SageMaker AI,Domain 2,2.2,Stacking,Skill Builder,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
Out-of-fold predictions for stacking,"• TRAIN ON OTHER FOLDS
• PREDICT HELD-OUT FOLD
• NO LEAKAGE",Dự đoán ngoài fold để train stacking,Out-of-fold predictions are produced for each row by a model fitted without that row's fold.,Mỗi dòng nhận prediction từ base model được train mà không thấy fold chứa dòng đó.,"Chia train thành K folds; lần lượt fit trên K−1 folds và predict fold giữ lại; ghép predictions thành meta-training features. Sau đó fit base models trên train đầy đủ để dùng inference, giữ test độc lập.","5 folds → mỗi dòng có một bộ predictions ngoài fold từ từng thuật toán, rồi dùng các cột này train meta-model.",Biến thể giúp dùng dữ liệu hiệu quả hơn một holdout đơn khi xây stacking.,Các preprocessing/feature selection cũng phải fit bên trong fold. Dữ liệu nhóm/thời gian cần splitter phù hợp; CV mặc định không luôn đúng. Đây là bổ sung kỹ thuật cho bước validation trong bài.,scikit-learn StackingClassifier,Domain 2,2.2,Stacking • Bổ sung,Bổ sung Domain 2,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.StackingClassifier.html,15/09/2026
Majority voting versus averaging,"• CLASS → VOTE
• NUMBER → AVERAGE
• FIXED AGGREGATION",Bỏ phiếu đa số so với lấy trung bình,Voting chooses a class from member decisions; averaging combines numerical predictions.,Classification có thể chọn lớp được nhiều model đồng ý; regression thường lấy trung bình các giá trị dự đoán.,"Đây là bước aggregate trong bagging của bài. Với classifier có probabilities, có thể dùng soft voting khi phù hợp; tie handling và weighting phụ thuộc implementation.","Labels [A,B,A] → A. Numeric [10,12,14] → 12. Probability averaging phải căn cùng thứ tự classes.",Nhận diện bước cuối của pipeline bagging.,Average/vote cố định không phải stacking vì không train một learner riêng để học phép gộp. Weighted voting khác việc tăng sample weights trong boosting.,scikit-learn ensembles; random forests,Domain 2,2.2,Ensemble outputs,Skill Builder,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
Model distillation / knowledge distillation,"• TEACHER → STUDENT
• SMALLER / FASTER
• TASK-SPECIFIC QUALITY",Chưng cất mô hình,Distillation trains a smaller student to reproduce useful behavior of a more capable teacher.,Train student nhỏ hơn theo tín hiệu/outputs từ teacher mạnh hơn nhằm giữ chất lượng hữu ích trên nhiệm vụ đích.,"Chọn task và teacher đáp ứng; chuẩn bị prompts/teacher responses phù hợp → train student → đo quality, latency và cost. Trong Bedrock, workflow có thể tổng hợp dữ liệu từ teacher để fine-tune student.",Large FM mô tả sản phẩm tốt nhưng chậm/đắt ở volume cao → thử student nhỏ học cùng nhiệm vụ.,"Cần giảm latency và chi phí vận hành, chấp nhận đánh đổi chất lượng được đo rõ ràng.",Không sao chép toàn bộ kiến thức teacher và không đảm bảo student bằng teacher trên mọi task. Distillation không phải bước bắt buộc sau CPT; có thể áp dụng khi bottleneck là inference cost.,Amazon Bedrock Model Distillation; SageMaker AI,Domain 2,2.2,Model compression / Customization,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://docs.aws.amazon.com/bedrock/latest/userguide/model-distillation.html",15/09/2026
Synthetic teacher responses,"• TEACHER-GENERATED TARGETS
• DATA QUALITY
• STUDENT TRAINING",Phản hồi tổng hợp từ teacher để dạy student,Synthetic teacher responses are model-generated targets used to train a student for a chosen task.,Outputs do teacher tạo ra được dùng làm ví dụ huấn luyện cho student trong distillation.,"Dùng prompts đại diện production; sinh/thu outputs, kiểm tra độ đúng và độ đa dạng, giữ evaluation riêng. Bedrock có thể dùng prompts hoặc invocation logs phù hợp làm đầu vào cho quá trình chuẩn bị dữ liệu.",Prompts về sản phẩm → teacher tạo descriptions theo tiêu chí → chọn dữ liệu tốt để student học.,Giảm công tạo labels thủ công khi teacher đã làm task tốt.,Teacher có thể hallucinate hoặc truyền lỗi sang student. Synthetic data không tự là ground truth; chỉ tăng số lượng mà thiếu kiểm soát chất lượng có thể làm student tệ hơn.,Amazon Bedrock Model Distillation,Domain 2,2.2,Distillation data • Bổ sung,Bổ sung Domain 2,https://docs.aws.amazon.com/bedrock/latest/userguide/model-distillation.html,15/09/2026
RAG chunking strategy — retrieval quality,"• NATURAL BOUNDARIES
• SIZE + OVERLAP
• RE-INDEX",Chiến lược chia đoạn dưới góc độ chất lượng RAG,A RAG chunking strategy defines document units indexed for retrieval while balancing focus and context.,Chọn đơn vị đoạn đưa vào embedding/index để kết quả truy xuất vừa liên quan vừa đủ ngữ cảnh.,"Chunk quá lớn trộn nhiều chủ đề và tốn context; quá nhỏ tách mất ý. Thử size, overlap và ranh giới đoạn/mục tự nhiên trên các câu hỏi đại diện. Đây là góc tối ưu model/RAG của D2; chuẩn bị dữ liệu nền vẫn thuộc D1.","Điều khoản chính ở cuối đoạn, ngoại lệ ở đầu đoạn sau → điều chỉnh ranh giới/overlap rồi re-index.",Khi passage đúng bị cắt rời hoặc relevance bị pha loãng.,Đổi chunking sau khi đã index cần tạo lại chunks/embeddings/index liên quan; không chỉ sửa prompt. Không có chunk size cố định tối ưu cho mọi corpus.,Bedrock Knowledge Bases,Domain 2,2.2,RAG optimization,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://docs.aws.amazon.com/bedrock/latest/userguide/kb-chunking.html",15/09/2026
Chunk overlap — context continuity,"• BOUNDARY CONTEXT
• DUPLICATION COST
• TUNE OVERLAP",Độ chồng lặp giữa các đoạn,Chunk overlap repeats a boundary portion of adjacent chunks to preserve context.,Giữ lại một phần nội dung chung giữa các chunks liền kề để giảm mất ý ở ranh giới.,"Overlap giúp đoạn truy xuất có cả thông tin nối tiếp nhưng làm lặp text, tăng embeddings/storage và token nếu nhiều đoạn trùng cùng được chọn. Tối ưu đồng thời size và overlap.","Chunk 500 tokens, overlap 100 tokens là cấu hình thử, không phải khuyến nghị mặc định.",Câu trả lời cần câu/định nghĩa bị chia qua hai đoạn.,Overlap quá lớn không tự nâng relevance và có thể làm top-k chứa nhiều đoạn gần giống nhau. Giữ nguồn/metadata khi re-index.,Bedrock Knowledge Bases,Domain 2,2.2,RAG optimization,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://docs.aws.amazon.com/bedrock/latest/userguide/kb-chunking.html",15/09/2026
Embedding model selection — domain matching,"• DOMAIN + LANGUAGE
• SEMANTIC MATCHING
• DOCUMENTS AND QUERIES",Chọn embedding model phù hợp miền và ngôn ngữ,Embedding selection chooses a representation model whose similarity geometry fits the retrieval task.,Chọn model biểu diễn vector giúp query và passages cùng ý nghĩa nằm gần nhau trong không gian tìm kiếm.,"Benchmark trên câu hỏi thực tế, thuật ngữ chuyên ngành và ngôn ngữ cần dùng. Cùng hệ embedding phải xử lý documents và queries theo đúng hướng dẫn model, bao gồm query/document input types nếu có.",Chunk/count đã hợp lý nhưng thuật ngữ chuyên ngành vẫn match sai → thử embedding phù hợp domain/language.,Cải thiện conceptual matching khi tài liệu liên quan có sẵn nhưng semantic retrieval bỏ sót.,Đổi generation model hoặc temperature không sửa trực tiếp vector matching. Không giả định mọi embedding model đều fine-tune được; bài nhấn mạnh lựa chọn phù hợp.,Bedrock embedding models; Knowledge Bases,Domain 2,2.2,RAG optimization,Skill Builder,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
Embedding-space compatibility,"• SAME COMPATIBLE SPACE
• RE-EMBED DOCUMENTS
• VERSION CONSISTENCY",Tương thích không gian embedding,Vector retrieval requires compatible query and document embeddings in the same representation space.,Vector query và vector tài liệu phải tương thích cùng không gian biểu diễn để so độ gần có ý nghĩa.,"Khi thay embedding model/version có ảnh hưởng biểu diễn, re-embed documents và cập nhật index/schema cần thiết; query dùng cấu hình mới tương ứng. Giữ dimension, distance metric, normalization theo model/store.",Index cũ dùng model A; query chuyển sang model B cùng 1.024 chiều vẫn có thể trả sai vì hai không gian không tương thích.,Migrate embedding để nâng semantic matching mà không trộn vectors sai.,Cùng số chiều không đủ đảm bảo tương thích. Có hệ dual encoders riêng cho query/document nhưng chúng phải được thiết kế/huấn luyện cho cùng không gian; không chọn hai model tùy ý.,Bedrock Knowledge Bases; vector stores,Domain 2,2.2,RAG optimization • Bổ sung,Bổ sung Domain 2,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
Top-k retrieved passages,"• CANDIDATE COUNT
• RECALL VS NOISE
• CONTEXT BUDGET",Số passage tối đa lấy về,Top-k limits how many highly ranked retrieval candidates are returned for subsequent processing.,Giới hạn số chunks/candidates ưu tiên lấy về từ retrieval trước hoặc sau các bước lọc/rerank tùy pipeline.,"k thấp có thể bỏ sót evidence; k cao có thể tăng recall nhưng thêm noise, token và latency. Candidate k ban đầu có thể lớn hơn số context chunks cuối sau reranking.",Retrieve 20 candidates → rerank → chọn 5 passages cho prompt; hai con số đảm nhiệm hai bước khác nhau.,"Đáp án có trong corpus nhưng đôi lúc không nằm trong tập retrieved, hoặc context đang quá nhiễu.","Trong Bedrock numberOfResults là tối đa, không đảm bảo luôn trả đúng k; hierarchical chunking có thể trả ít hơn sau gộp parent. Không tăng vô hạn.",Bedrock Knowledge Bases,Domain 2,2.2,RAG retrieval parameters,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://docs.aws.amazon.com/bedrock/latest/userguide/kb-test-config.html",15/09/2026
Retrieval similarity threshold,"• FILTER WEAK MATCHES
• HIGHER SIMILARITY CUT-OFF
• PRECISION / RECALL",Ngưỡng độ tương đồng để lọc retrieval,A similarity threshold filters candidates whose similarity is too weak for the query.,Chỉ giữ candidates đạt mức tương đồng yêu cầu để hạn chế đưa passage yếu liên quan vào context.,"Nếu score càng cao càng giống: tăng threshold lọc chặt hơn, có thể tăng precision nhưng giảm recall; giảm threshold giữ nhiều candidates hơn. Với distance càng thấp càng giống, hướng bất đẳng thức ngược lại.",Câu trả lời bị thiếu do filter quá chặt → thử hạ similarity cut-off; nhiều weak matches → thử tăng cut-off.,Tuning cùng top-k khi cân bằng đủ evidence với noise.,Không xem một threshold số là dùng được cho mọi embedding/vector store. Bài mô tả khái niệm chung; không suy ra mọi Bedrock API có tham số similarityThreshold. Có thể cần lọc score ở tầng ứng dụng.,RAG retriever; vector database; custom retrieval code,Domain 2,2.2,RAG retrieval parameters,Skill Builder,https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD,15/09/2026
Retrieval precision versus recall,"• PRECISION → RELEVANT RETURNED
• RECALL → RELEVANT FOUND
• LABELED EVIDENCE",Độ chính xác và độ bao phủ của truy xuất,Retrieval precision measures relevance among returned passages; recall measures coverage of relevant passages.,Precision xét phần đúng trong tập đã lấy về; recall xét đã tìm được bao nhiêu trong tổng evidence liên quan theo bộ nhãn đánh giá.,"Dùng queries và relevant passage labels để đo retriever riêng; sau đó đo chất lượng câu trả lời của toàn pipeline. Thay một yếu tố mỗi vòng giúp nhận diện tác dụng.
Analyze/Evaluate bổ sung Recall@k, Precision@k và MRR để đánh giá retrieval. MRR xét thứ hạng relevant result đầu tiên, còn recall xét mức bao phủ relevant evidence.","Có 8 passage liên quan, trả 10 passage với 6 đúng → precision=6/10=60%, recall=6/8=75%.","So chunking, embedding, k, threshold và reranking trên cùng benchmark.","Đây là retrieval metrics, không tự bằng factual accuracy của generated answer. Nếu relevant labels không đầy đủ, số đo có giới hạn; tránh khẳng định recall tuyệt đối.
Recall@k không luôn bằng tỷ lệ queries có một hit: chỉ trùng trong trường hợp một relevant doc/query hoặc benchmark định nghĩa theo hit rate. 1/MRR không phải average rank.",Bedrock Knowledge Bases; RAG evaluation harness,Domain 2,2.2,RAG evaluation,Skill Builder,"https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ",15/09/2026
